Bin ID,Fullness,fullnessThreshold,timestamp,reason,year,month,day,day_of_week,fullness_change
1510830,4,6,2019-08-08,FULLNESS,2019,8,8,3,2.0
1510830,0,6,2019-08-09,NOT_READY,2019,8,9,4,-4.0
1510830,0,6,2019-08-10,NOT_READY,2019,8,10,5,0.0
1510830,0,6,2019-08-11,NOT_READY,2019,8,11,6,0.0
1510830,0,6,2019-08-12,NOT_READY,2019,8,12,0,0.0
1510830,0,6,2019-08-13,NOT_READY,2019,8,13,1,0.0
1510830,0,6,2019-08-14,NOT_READY,2019,8,14,2,0.0
1510830,3,6,2019-08-15,FULLNESS,2019,8,15,3,3.0
1510830,0,6,2019-08-16,NOT_READY,2019,8,16,4,-3.0
1510830,1,6,2019-08-17,NOT_READY,2019,8,17,5,1.0
1510830,1,6,2019-08-18,NOT_READY,2019,8,18,6,0.0
1510830,1,6,2019-08-19,NOT_READY,2019,8,19,0,0.0
1510830,2,6,2019-08-20,NOT_READY,2019,8,20,1,1.0
1510830,3,6,2019-08-21,FULLNESS,2019,8,21,2,1.0
1510830,0,6,2019-08-22,NOT_READY,2019,8,22,3,-3.0
1510830,1,6,2019-08-23,NOT_READY,2019,8,23,4,1.0
1510830,3,6,2019-08-24,FULLNESS,2019,8,24,5,2.0
1510830,0,6,2019-08-25,NOT_READY,2019,8,25,6,-3.0
1510830,0,6,2019-08-26,NOT_READY,2019,8,26,0,0.0
1510830,0,6,2019-08-27,NOT_READY,2019,8,27,1,0.0
1510830,1,6,2019-08-28,NOT_READY,2019,8,28,2,1.0
1510830,2,6,2019-08-29,NOT_READY,2019,8,29,3,1.0
1510830,3,6,2019-08-30,FULLNESS,2019,8,30,4,1.0
1510830,0,6,2019-08-31,NOT_READY,2019,8,31,5,-3.0
